0.266,0.311
0.266,0.312
0.267,0.313
0.267,0.313
0.268,0.314
0.268,0.314
0.269,0.314
0.270,0.315
0.270,0.315
0.271,0.315
0.272,0.315
0.272,0.315
0.271,0.316
0.271,0.316
0.270,0.316
0.269,0.317
0.269,0.317
0.268,0.317
0.267,0.317
0.267,0.317
0.266,0.317
0.265,0.317
0.264,0.318
0.264,0.318
0.263,0.318
0.262,0.319
0.262,0.319
0.261,0.320
0.261,0.320
0.260,0.321
0.260,0.321
0.259,0.322
0.259,0.322
0.259,0.323
0.258,0.324
0.258,0.324
0.258,0.325
0.258,0.326
0.258,0.326
0.258,0.327
0.257,0.328
0.257,0.329
0.257,0.329
0.257,0.330
0.257,0.331
0.257,0.332
0.257,0.332
0.257,0.333
0.257,0.334
0.257,0.335
0.257,0.335
0.258,0.336
0.258,0.337
0.258,0.337
0.258,0.338
0.258,0.339
0.258,0.340
0.258,0.340
0.258,0.341
0.258,0.342
0.258,0.343
0.258,0.343
0.258,0.344
0.257,0.345
0.257,0.345
0.257,0.346
0.257,0.347
0.256,0.347
0.256,0.348
0.256,0.349
0.255,0.349
0.255,0.350
0.255,0.351
0.254,0.351
0.254,0.352
0.253,0.352
0.253,0.353
0.252,0.353
0.252,0.354
0.251,0.354
0.251,0.355
0.250,0.355
0.249,0.356
0.249,0.356
0.248,0.356
0.247,0.357
0.247,0.357
0.247,0.356
0.247,0.355
0.247,0.355
0.247,0.354
0.247,0.353
0.247,0.352
0.247,0.352
0.247,0.351
0.246,0.350
0.246,0.350
0.246,0.349
0.246,0.348
0.245,0.348
0.245,0.347
0.245,0.346
0.244,0.346
0.244,0.345
0.243,0.345
0.243,0.344
0.242,0.344
0.242,0.343
0.241,0.343
0.241,0.342
0.240,0.342
0.239,0.341
0.239,0.341
0.238,0.341
0.237,0.340
0.237,0.340
0.236,0.340
0.235,0.339
0.235,0.339
0.234,0.338
0.234,0.338
0.233,0.338
0.233,0.337
0.232,0.337
0.231,0.336
0.231,0.336
0.230,0.335
0.230,0.335
0.230,0.334
0.229,0.333
0.229,0.333
0.228,0.332
0.228,0.332
0.227,0.331
0.227,0.330
0.227,0.330
0.226,0.329
0.226,0.328
0.226,0.328
0.226,0.327
0.225,0.326
0.225,0.326
0.225,0.325
0.225,0.324
0.225,0.323
0.225,0.323
0.225,0.322
0.225,0.321
0.224,0.320
0.224,0.320
0.224,0.319
0.224,0.318
0.225,0.318
0.225,0.317
0.225,0.316
0.225,0.315
0.225,0.315
0.224,0.315
0.223,0.315
0.222,0.315
0.222,0.315
0.221,0.315
0.220,0.315
0.219,0.314
0.219,0.314
0.218,0.314
0.217,0.314
0.216,0.314
0.216,0.314
0.215,0.314
0.214,0.314
0.214,0.314
0.213,0.314
0.212,0.314
0.211,0.314
0.211,0.313
0.210,0.313
0.209,0.313
0.208,0.313
0.208,0.313
0.207,0.313
0.206,0.313
0.206,0.313
0.205,0.313
0.204,0.312
0.203,0.312
0.203,0.312
0.202,0.312
0.201,0.312
0.201,0.312
0.200,0.312
0.199,0.312
0.198,0.311
0.198,0.311
0.197,0.311
0.196,0.311
0.196,0.311
0.195,0.311
0.194,0.311
0.266,0.310
0.266,0.309
0.267,0.309
0.267,0.308
0.268,0.308
0.268,0.307
0.269,0.307
0.270,0.306
0.270,0.306
0.271,0.306
0.272,0.306
0.272,0.306
0.271,0.306
0.271,0.305
0.270,0.305
0.269,0.305
0.269,0.304
0.268,0.304
0.267,0.304
0.267,0.304
0.266,0.304
0.265,0.304
0.264,0.303
0.264,0.303
0.263,0.303
0.262,0.303
0.262,0.302
0.261,0.302
0.261,0.301
0.260,0.301
0.260,0.300
0.259,0.300
0.259,0.299
0.259,0.298
0.258,0.298
0.258,0.297
0.258,0.296
0.258,0.295
0.258,0.295
0.258,0.294
0.257,0.293
0.257,0.293
0.257,0.292
0.257,0.291
0.257,0.290
0.257,0.290
0.257,0.289
0.257,0.288
0.257,0.287
0.257,0.287
0.257,0.286
0.258,0.285
0.258,0.285
0.258,0.284
0.258,0.283
0.258,0.282
0.258,0.282
0.258,0.281
0.258,0.280
0.258,0.279
0.258,0.279
0.258,0.278
0.258,0.277
0.257,0.277
0.257,0.276
0.257,0.275
0.257,0.275
0.256,0.274
0.256,0.273
0.256,0.273
0.255,0.272
0.255,0.271
0.255,0.271
0.254,0.270
0.254,0.269
0.253,0.269
0.253,0.268
0.252,0.268
0.252,0.267
0.251,0.267
0.251,0.266
0.250,0.266
0.249,0.266
0.249,0.265
0.248,0.265
0.247,0.264
0.247,0.264
0.247,0.265
0.247,0.266
0.247,0.267
0.247,0.267
0.247,0.268
0.247,0.269
0.247,0.269
0.247,0.270
0.246,0.271
0.246,0.272
0.246,0.272
0.246,0.273
0.245,0.274
0.245,0.274
0.245,0.275
0.244,0.276
0.244,0.276
0.243,0.277
0.243,0.277
0.242,0.278
0.242,0.278
0.241,0.279
0.241,0.279
0.240,0.280
0.239,0.280
0.239,0.280
0.238,0.281
0.237,0.281
0.237,0.281
0.236,0.282
0.235,0.282
0.235,0.282
0.234,0.283
0.234,0.283
0.233,0.284
0.233,0.284
0.232,0.285
0.231,0.285
0.231,0.286
0.230,0.286
0.230,0.287
0.230,0.287
0.229,0.288
0.229,0.288
0.228,0.289
0.228,0.290
0.227,0.290
0.227,0.291
0.227,0.292
0.226,0.292
0.226,0.293
0.226,0.294
0.226,0.294
0.225,0.295
0.225,0.296
0.225,0.296
0.225,0.297
0.225,0.298
0.225,0.299
0.225,0.299
0.225,0.300
0.224,0.301
0.224,0.301
0.224,0.302
0.224,0.303
0.225,0.304
0.225,0.304
0.225,0.305
0.225,0.306
0.225,0.306
0.224,0.306
0.223,0.306
0.222,0.306
0.222,0.307
0.221,0.307
0.220,0.307
0.219,0.307
0.219,0.307
0.218,0.307
0.217,0.307
0.216,0.307
0.216,0.307
0.215,0.307
0.214,0.307
0.214,0.307
0.213,0.308
0.212,0.308
0.211,0.308
0.211,0.308
0.210,0.308
0.209,0.308
0.208,0.308
0.208,0.308
0.207,0.308
0.206,0.308
0.206,0.308
0.205,0.309
0.204,0.309
0.203,0.309
0.203,0.309
0.202,0.309
0.201,0.309
0.201,0.309
0.200,0.309
0.199,0.310
0.198,0.310
0.198,0.310
0.197,0.310
0.196,0.310
0.196,0.310
0.195,0.310
0.194,0.310
0.194,0.310
0.195,0.310
0.196,0.310
0.196,0.310
0.197,0.310
0.198,0.310
0.198,0.310
0.199,0.310
0.200,0.309
0.201,0.309
0.201,0.309
0.202,0.309
0.203,0.309
0.203,0.309
0.204,0.309
0.205,0.309
0.206,0.308
0.206,0.308
0.207,0.308
0.208,0.308
0.208,0.308
0.209,0.308
0.210,0.308
0.211,0.308
0.211,0.308
0.212,0.308
0.213,0.308
0.214,0.307
0.214,0.307
0.215,0.307
0.216,0.307
0.216,0.307
0.217,0.307
0.218,0.307
0.219,0.307
0.219,0.307
0.220,0.307
0.221,0.307
0.222,0.307
0.222,0.306
0.223,0.306
0.224,0.306
0.225,0.306
0.225,0.306
0.225,0.305
0.225,0.304
0.225,0.304
0.224,0.303
0.224,0.302
0.224,0.301
0.224,0.301
0.225,0.300
0.225,0.299
0.225,0.299
0.225,0.298
0.225,0.297
0.225,0.296
0.225,0.296
0.225,0.295
0.226,0.294
0.226,0.294
0.226,0.293
0.226,0.292
0.227,0.292
0.227,0.291
0.227,0.290
0.228,0.290
0.228,0.289
0.229,0.288
0.229,0.288
0.230,0.287
0.230,0.287
0.230,0.286
0.231,0.286
0.231,0.285
0.232,0.285
0.233,0.284
0.233,0.284
0.234,0.283
0.234,0.283
0.235,0.282
0.235,0.282
0.236,0.282
0.237,0.281
0.237,0.281
0.238,0.281
0.239,0.280
0.239,0.280
0.240,0.280
0.241,0.279
0.241,0.279
0.242,0.278
0.242,0.278
0.243,0.277
0.243,0.277
0.244,0.276
0.244,0.276
0.245,0.275
0.245,0.274
0.245,0.274
0.246,0.273
0.246,0.272
0.246,0.272
0.246,0.271
0.247,0.270
0.247,0.269
0.247,0.269
0.247,0.268
0.247,0.267
0.247,0.267
0.247,0.266
0.247,0.265
0.247,0.264
0.247,0.264
0.248,0.265
0.249,0.265
0.249,0.266
0.250,0.266
0.251,0.266
0.251,0.267
0.252,0.267
0.252,0.268
0.253,0.268
0.253,0.269
0.254,0.269
0.254,0.270
0.255,0.271
0.255,0.271
0.255,0.272
0.256,0.273
0.256,0.273
0.256,0.274
0.257,0.275
0.257,0.275
0.257,0.276
0.257,0.277
0.258,0.277
0.258,0.278
0.258,0.279
0.258,0.279
0.258,0.280
0.258,0.281
0.258,0.282
0.258,0.282
0.258,0.283
0.258,0.284
0.258,0.285
0.258,0.285
0.257,0.286
0.257,0.287
0.257,0.287
0.257,0.288
0.257,0.289
0.257,0.290
0.257,0.290
0.257,0.291
0.257,0.292
0.257,0.293
0.257,0.293
0.258,0.294
0.258,0.295
0.258,0.295
0.258,0.296
0.258,0.297
0.258,0.298
0.259,0.298
0.259,0.299
0.259,0.300
0.260,0.300
0.260,0.301
0.261,0.301
0.261,0.302
0.262,0.302
0.262,0.303
0.263,0.303
0.264,0.303
0.264,0.303
0.265,0.304
0.266,0.304
0.267,0.304
0.267,0.304
0.268,0.304
0.269,0.304
0.269,0.305
0.270,0.305
0.271,0.305
0.271,0.306
0.272,0.306
0.272,0.306
0.271,0.306
0.270,0.306
0.270,0.306
0.269,0.307
0.268,0.307
0.268,0.308
0.267,0.308
0.267,0.309
0.266,0.309
0.266,0.310
